id,title,overview,release_date,poster_path,youtube_trailer_id,vote_average,vote_count
20242,Outrageous Fortune,"Refined actress Lauren Ames finally has a chance to study with the great theatre professor Stanislav Korzenowski. Sandy Brozinsky, a brash, loud actress, decides through happenstance to also study with Korzenowski. The two women end up dating the same man (who turns out to be a double agent) and follow him across the country to force him to choose between them.",1987-01-30,/bZdQaa9HymxGfjBo3mFhhpWXVeG.jpg,,6.0,124
66194,Deadtime Stories,A babysitting uncle tells his charges three horror stories: about a killer witch; Little Red Riding Hood and a werewolf; and Goldi Lox and the three bears.,1986-04-13,/5SZ3a2OCWd69m9bBe9FZd6HLCF7.jpg,gXZpCKRSab4,4.9,73
3526,Frances,The true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,1982-12-03,/eyUq8VBgoHncr0cXFTKgg3VPyfi.jpg,7GBOE5YPlwk,6.9,120
16406,Dick,"Two high school girls wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal.",1999-08-04,/aBG4XoK5xkujl4crloPs6bStl4m.jpg,K8eZ-QgITAA,5.9,294
10386,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",1999-08-06,/ct04FCFLPImNG5thcPLRnVsZlmS.jpg,1XHf94YqGyQ,8.0,6094
745,The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",1999-08-06,/vOyfUXNFSnaTk7Vk5AjpsKTUWsu.jpg,HXG4HTIlc1U,7.9,12721
913,The Thomas Crown Affair,"Bored billionaire executive Thomas Crown entertains himself by stealing a Monet from a reputed museum with an elaborate diversion. When Catherine Banning, the insurance company's investigator, takes an interest in Crown, he may have met his match, and a complicated back-and-forth game with seductive undertones begins between them.",1999-08-06,/5yqs1MVlqdIg1DY5adC5jFx3d7j.jpg,XSGTgwGsP1U,6.7,1331
912,The Thomas Crown Affair,"Young businessman Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he’s in love.",1968-06-26,/oODAwa2AK3fXvK93GCbq7dFLZPi.jpg,qWq177unTh4,6.8,565
12229,The Acid House,"A surreal triptych adapted by ""Trainspotting"" author Irvine Welsh from his acclaimed collection of short stories. Combining a vicious sense of humor with hard-talking drama, the film reaches into the hearts and minds of the chemical generation, casting a dark and unholy light into the hidden corners of the human psyche.",1998-12-31,/o0KvKCgxMFccx3SzDI3p2218921.jpg,Z52YjcjCrXI,6.2,134
67323,The Adventures of Sebastian Cole,"Hank marries the divorced Joan, who's the mother of teens Sebastian and Jessica. After living with his new family for years, Hank announces that he's getting a sex change operation. The family deserts Hank, with Jessica going her own way and Sebastian staying with his mom. But Joan becomes an alcoholic, so Sebastian moves back in with Hank — now Henrietta — who turns out to be far more supportive than anyone else.",1998-09-11,/isgUjJ9dlDyUJqEWtFrNeQe1wMg.jpg,PU95IFnj4RA,5.0,18
19457,The Yards,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",2000-04-27,/AtwXtU8CDWvVADgOwRkOSRZFPWI.jpg,0Q-Kecw6iV4,6.2,507
11353,Bowfinger,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.",1999-08-12,/iGuiFYEYwFkaRPl3FgLJYEm6dWq.jpg,vQArw5Lu418,6.2,935
17707,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",1999-08-13,/pWxoggA0KCS5oMPDOjIDYZYzryE.jpg,nAlQ9KhOQ-k,6.4,403
9781,Detroit Rock City,"In 1978, a Kiss concert was an epoch-making event. For the four teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!",1999-08-13,/jedOctnsD20K4IvOeh5jG811B8L.jpg,T-nw7MEquQg,6.7,449
18212,Better Than Chocolate,"Not long after moving into her own place, Maggie finds herself with two unsolicited roommates: her recently divorced mother, Lila, and her young brother. The timing is especially bad, considering Maggie has fallen hard for an attractive woman, Kim, only hours before they move in. What could be a nonissue becomes increasingly complicated -- since Maggie's family is unaware of her sexual orientation, and Maggie is not open to sharing that information.",1999-07-08,/7FC2UK7MyEwlmbJGCIIFg4U7VPU.jpg,MxS3znIIzfQ,6.0,102
13817,Head On,"Nineteen-year-old Ari confronts both his sexuality and his Greek family. Ari despises his once-beloved parents, former radical activists, for having entombed themselves in insular tradition. Ari is obsessed with gay sex, although he does make an unenthusiastic attempt to satisfy the sister of one of his best friends. While all of this is going on, he's facing problems with his traditional Greek parents, who have no clue about his sexual activities.",1998-08-13,/7kOpfb9oCiDP7LUWbthZhzjnh1J.jpg,Fk99q-q4wHc,6.2,61
12185,Heaven Can Wait,"Joe Pendleton is a quarterback preparing to lead his team to the superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he wasn't ready to die, and that his body has been cremated. A new body must be found, and that of a recently-murdered millionaire is chosen. His wife and accountant—the murderers—are confused by this development, as he buys the L.A. Rams in order to once again quarterback them into the Superbowl.",1978-06-28,/h1yOiO9cow6gwmGxSAWvPdY4lhJ.jpg,SDLbLbsxRKQ,6.6,436
28501,The Pit and the Pendulum,"In the sixteenth century, Francis Barnard travels to Spain to clarify the strange circumstances of his sister's death after she had married the son of a cruel Spanish Inquisitor.",1961-08-12,/6hOTmFaePluI5eicY4XTv6hg0T0.jpg,QChBy15UiTs,6.8,379
25319,The Masque of the Red Death,"A European prince terrorizes the local peasantry while using his castle as a refuge against the ""Red Death"" plague that stalks the land.",1964-06-24,/sSYceyGZrWskWDsn3MHtipJ1wFM.jpg,ZNz76ZsflXI,6.6,355
24103,Haunted Honeymoon,"Radio personalities Larry Abbot and Vickie Pearle are stars of a mystery show. Since they announced their engagement, Larry has been plagued by speech problems and, seeking out an unconventional cure, he returns to his boyhood home, a mansion in the countryside, bringing Vickie along. Larry reunites with numerous family members, but discovers that there are sinister things afoot within the walls of the creepy estate.",1986-07-25,/jBCucUiw7Incipok1xvUa9AVhW.jpg,gaXuVjBr5cw,5.4,167
10552,Cat's Eye,"Three short stories linked by a stray cat that roams from one tale to the next, in this creepy triptych that begins as Dick tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.",1985-04-12,/kKyq7izpMkmr8sT2nLic5qAuJPo.jpg,zYTMcFOMSYk,6.7,717
9267,And Now for Something Completely Different,A collection of Monty Python's Flying Circus skits from the first two seasons of their British TV series.,1971-09-28,/ajbdFQLvJTlNu4LnVWGnNMb4mZ8.jpg,4fBd87L7a7s,7.2,578
10766,Damien - Omen II,"Since the sudden and suspicious deaths of his parents, young Damien has been in the charge of his wealthy aunt and uncle and enrolled in a military school. Widely feared to be the Antichrist, he relentlessly plots to seize control of his uncle's business empire — and the world.",1978-06-09,/nZBPvfAgy0GBTEw9YxAuWhoPj96.jpg,57SQ9bDhxDY,6.4,804
10768,The Final Conflict,"Damien Thorn has helped rescue the world from a recession, appearing to be a benign corporate benefactor. When he then becomes U.S. Ambassador to the United Kingdom, Damien fulfills a terrifying biblical prophecy. He also faces his own potential demise as an astronomical event brings about the second coming of Christ.",1981-03-20,/jDW2C77QNMQe6Lp2jeqAQXe2uaX.jpg,WoiZD_KxLvk,5.8,627
813,Airplane!,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,1980-06-27,/7Q3efxd3AF1vQjlSxnlerSA7RzN.jpg,JWNBROLN8Oc,7.3,5012
2665,Airplane II: The Sequel,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",1982-12-10,/zs7Pjyabt0fwe2XqIx0gnF9Q4np.jpg,-O42Vu_GnSc,6.1,1248
9406,An American Werewolf in Paris,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,1997-05-29,/1NUOprbP7LLfKPArLJY7wziUiHT.jpg,T6d3_4bFXIU,5.9,750
11418,National Lampoon's European Vacation,"The Griswolds win a vacation to Europe on a game show, and so pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.",1985-07-25,/hZL7g1oSDrA0Lx5wcHpEl99MYKi.jpg,vbF_7TiG5bg,6.2,975
11153,National Lampoon's Vacation,"Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation, but things don't go exactly as planned.",1983-07-29,/q3DvoqY06yZnRp9faH6uge7n7VP.jpg,LGJplbPcJFA,7.1,1709
14170,Funny Farm,"Sportswriter Andy Farmer moves with his schoolteacher wife Elizabeth to the country in order to write a novel in relative seclusion. Of course, seclusion is the last thing the Farmers find in the small, eccentric town, where disaster awaits them at every turn.",1988-06-03,/i4ExIbPuAe0rAjpYcteiFx4QEfY.jpg,UVzkcK0yhUc,6.2,289
2280,Big,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.,1988-06-03,/eWhCDJiwxvx3YXkAFRiHjimnF0j.jpg,YM8zgY7sG_g,7.2,3992
11077,Problem Child,"Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares.",1990-07-27,/4cJK28DhybQGEldJJPtTdKlSbWB.jpg,cxFT8zYZ3dU,6.1,904
28597,Problem Child 2,"Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior, and sabotages each of his dates.",1991-07-03,/dnmw3F3rdbxb08zSdfHHMwfXMLI.jpg,Qmvf4Jr0AEg,5.9,659
22611,Little Nemo: Adventures in Slumberland,"A little boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of, until he unleashes an old secret that may not only destroy this perfect dream world but reality itself.",1989-07-15,/uVyqRtRaIGrHJvfxImrHHFaQNxM.jpg,99VKtcydHUU,6.9,177
39780,Oscar and Lucinda,"After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies.",1997-12-31,/9naDX3u4hsRM8jZ0Y7k5e2HAKmY.jpg,Q9KRbrmc-A0,6.3,79
10396,Tequila Sunrise,"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.",1988-12-02,/8LoG0GL5N5e7zvvXezwwGnUfRHL.jpg,PorsEEGykKM,6.1,563
9944,The Pelican Brief,"A law student's theory about the recent deaths of two Supreme Court justices embroils her in a far-reaching web of murder, corruption, and greed.",1993-09-17,/7B1HS0SqfJR1jbeHS6V0ZWdzLXP.jpg,stABLuz3uds,6.6,1743
850,A Christmas Story,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",1983-11-18,/34nSHYqmb7222tiqiuKqKJmZiQa.jpg,ptbPSR9pAB8,7.2,1401
10154,Mickey Blue Eyes,"An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain ""favors"" would be asked of him.",1999-08-16,/gEnKsStQ27P0KCCIGtkYwvFQ0RX.jpg,AOh-F4PKwjU,5.7,592
10342,Teaching Mrs. Tingle,"A bright high-school senior has her impending status as valedictorian jeopardized when her bitter history teacher, Mrs. Tingle, gives her a poor grade on a project.  When an attempt to get ahead in Mrs. Tingle's class goes awry, mayhem ensues and friendships, loyalties and trust are tested by the teacher's intricate mind-games.",1999-08-11,/cGv0tkWZZSmoaPYiOsDcGmMhKq7.jpg,ZbVa-QJXI5M,5.5,364
10366,Universal Soldier: The Return,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When SETH, the supercomputer-controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles SETH and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",1999-08-05,/qlcPJK0Me8aUtDPwk3TqN2RdKH4.jpg,DmokVosyZbE,5.9,1326
9349,Universal Soldier,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past.",1992-07-10,/fp0mWrHl1SW9PhP8QcsgYPoVYFc.jpg,EhXJHHzphdM,6.3,1873
10494,Perfect Blue,"Rising pop star Mima quits singing to pursue a career as an actress. After she takes up a role on a popular detective show, her handlers and collaborators begin turning up murdered. Harboring feelings of guilt and haunted by visions of her former self, Mima's reality and fantasy meld into a frenzied paranoia.",1998-02-28,/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg,RrWausp8zDQ,8.3,3124
22314,In Too Deep,"Drug lord Dwayne Gittens rules Cincinnati with an iron fist. No wonder he's known as ""God"" on the streets. Determined to break Gittens' stranglehold on the city is undercover cop Jeffrey Cole. But as Cole takes on an assumed identity to penetrate Gittens' criminal empire, he makes a disturbing discovery -- he kind of likes being a gangster.",1999-08-25,/mYteXffai9mmShyGCa4nPhfGCLQ.jpg,RQMpbyFjsbc,6.4,112
51679,The Source,"Traces the Beats from Allen Ginsberg and Jack Kerouac's meeting in 1944 at Columbia University to the deaths of Ginsberg and William S. Burroughs in 1997. Three actors provide dramatic interpretations of the work of these three writers, and the film chronicles their friendships, their arrival into American consciousness, their travels, frequent parodies, Kerouac's death, and Ginsberg's politicization. Their movement connects with bebop, John Cage's music, abstract expressionism, and living theater. In recent interviews, Ginsberg, Burroughs, Kesey, Ferlinghetti, Mailer, Jerry Garcia, Tom Hayden, Gary Snyder, Ed Sanders, and others measure the Beats' meaning and impact.",1999-01-23,/cVWKNCnosCBfEmSDVNoxtrI8px0.jpg,7M5WSUtoLhM,5.2,13
11037,Iron Eagle,"When Doug's father, an Air Force Pilot, is shot down by MiGs belonging to a radical Middle Eastern state, no one seems able to get him out. Doug finds Chappy, an Air Force Colonel who is intrigued by the idea of sending in two fighters piloted by himself and Doug to rescue Doug's father after bombing the MiG base.",1986-01-17,/8NJrLRX1RdKUNU4mhRQ8nLr6bMX.jpg,0S2CdOrSJ-8,5.6,330
11955,Iron Eagle II,Chappy Sinclair is called to gather together a mixed Soviet/U.S. strike force that will perform a surgical strike on a massively defended nuclear missile site in the Middle East. Chappy finds that getting the Soviet and U.S. Pilots to cooperate is only the most minor of his problems as he discovers someone in the Pentagon is actively sabotaging his mission.,1988-11-11,/iTC2oaTCCF6UmysKog9mGvWeUIY.jpg,aY1aikAa-Xs,4.5,94
2038,Iron Eagle III,"Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them.",1992-01-09,/ylvfsnacoqsTdZuLty2XVRolnNH.jpg,f2DAry5gaY0,4.1,69
28737,Iron Eagle on the Attack,"While Chappy Sinclair is saddled with a bunch of misfits and delinquents for his flight school, he turns to his protégé Doug Masters to assist him in rounding them into shape for an important competition. During their training, they stumble upon a group of subversive air force officers who are dealing in toxic waste as a sideline.",1995-12-01,/11a0w12nHY7rVjYSbnAeABOsKF.jpg,,3.8,47
11963,Three Days of the Condor,"When bookish CIA researcher Joe Turner finds all his co-workers dead, he, together with a woman he has kidnapped, must work together to outwit those responsible until he determines who he can really trust.",1975-09-24,/zinwtZqdb7gnc4zMu8dfkK1fMN3.jpg,mU8tQTNlPAM,7.3,1343
141489,Hamlet,"A stage production of Hamlet filmed at the Lunt-Fontanne Theatre in New York. It was deliberately staged in the style of a ""dress rehearsal"", but performed in front of a live audience.",1964-09-23,/bPH2UXKNwfr8lIjUDTMuaa0Dsjq.jpg,,6.5,4
9096,Medicine Man,"An eccentric scientist in the Amazon jungle rejects his research assistant for being a woman, but as bulldozers threaten their work on a potential cancer cure, they learn to collaborate and begin to fall in love.",1992-02-07,/lkHqtViTG4Zzh7i9rrtHJGTnEUg.jpg,ZQs9NrHc7qo,6.0,411
113273,On the Ropes,The story of three young boxers and their coach who is determined to guide them in a positive direction in and out of the ring.,1999-01-01,/yy4fFWLigLn6MKCqFIFMCjQJ7Ab.jpg,,6.5,4
1911,The 13th Warrior,"A Muslim ambassador exiled from his homeland joins a group of Vikings, initially offended by their behavior but growing to respect them. As they travel together, they learn of a legendary evil closing in and must unite to confront this formidable force.",1999-08-13,/pj1IQQ7ajwaOrjjTCxyM1L4mSnX.jpg,RikXt796p2o,6.7,2013
2900,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",1999-08-27,/54RGJ6INW9ERG8IaalmMKbbDgwH.jpg,pu_TmXgGEG8,5.6,976
17709,Dudley Do-Right,"Royal Canadian Mountie Dudley Do-right is busy keeping the peace in his small mountain town when his old rival, Snidely Whiplash, comes up with a plot to buy all the property in town, then start a phony gold rush by seeding the river with gold nuggets.",1999-08-27,/4LP5BieqdFNlCFjxsvaA3d6hGGd.jpg,limQX9SHaVc,4.1,199
37718,The Muse,"With his career on the skids, a Hollywood screenwriter enlists the aid of a modern-day muse, who proves to test his patience.",1999-08-27,/hmtvDW52V3EuFmbhTOLjaGMYCDx.jpg,YKC3g1SCo50,5.2,147
2162,Chill Factor,A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.,1999-09-01,/fgPC0xS3o6J5eWFwetssfSD2SEK.jpg,baygP3plKHg,4.9,146
14578,Outside Providence,"In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately.",1999-09-01,/o3e67GugVHkEOhl5TwjWAVVxtFf.jpg,oCVN60P9gsY,5.8,103
40694,Bedrooms and Hallways,"At the suggestion of a straight friend, gay man Leo joins a men’s group, where he causes some upsets by declaring his attraction to one of its members.",1998-08-01,/tH02iMSE2qSmkl6i0x4sbhfS58M.jpg,,6.0,50
49184,West Beirut,"In 1975, the long slog of civil war has recently begun in Beirut. Two friends, Tarek and Omar, suffer during the Lebanese civil war. Conflicts arise when they decide to cross from West to East, crossing the Muslim-Christian line that divides Beirut.",1998-10-30,/djx4ceoh6o5kdLKRuPsMULNWvDl.jpg,,7.0,46
10307,Stigmata,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her.",1999-09-02,/sKS1Vuqj7OQpOumfs6ArC0TICTN.jpg,y3PKfVK2LDo,6.3,1217
11601,Stir of Echoes,"After being hypnotized by his sister-in-law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",1999-09-10,/9CyJ5aYF27cITX1WSUTENeP4wBE.jpg,Daa5VOnUWsA,6.7,1324
1075,"Black Cat, White Cat","A small-time hustler makes a deal with a notorious gangster to whom he owes money: marry his teenage son to the latter's daughter. However, the young lovers are not as agreeable.",1998-06-01,/xxQ9jgYf3xhbUTW98VtCjA1wMLv.jpg,Lxw0ea_UiZ4,7.7,815
21719,The Minus Man,"When the quiet and amiable Vann Siegert drifts into town, no one suspects the evil that lies beneath the surface. Despite his easy charm, Vann is merely a reflection of what those he encounters want him to be. Soon, as locals start to disappear, it becomes clear that an eerie subtraction is at work in the sleepy hamlet.",1999-09-24,/xrui0mDUWY3poirLrjHtoOU1rGA.jpg,YxDE_I6V3So,5.4,105
47951,The Adventures of Milo and Otis,"When Milo the cat and Otis the dog are separated, they each set off on an adventurous and often perilous quest across mountains, plains, and snow-covered lands to reunite with one another.",1986-06-27,/imHIqEfWRZuJ2vLow0UJ9aqjyEO.jpg,JZSqJWeZXaA,6.5,218
43832,Only Angels Have Wings,A traveling performer arrives at a remote South American port town where the head of an air freight service must risk his pilots' lives to earn a major contract.,1939-05-15,/lqcwiWancAkjtAQPHr9V3SfJjBM.jpg,Cu-LBgeDJlA,7.3,272
47697,Othello,"Manipulated by his jealous ensign Iago, the Moorish general Othello is driven to believe that his new wife Desdemona is unfaithful, setting in motion a chain of deception, jealousy, and violence that leads to tragedy.",1951-11-28,/UBPF9ii1ema6XFmMiZcekNTDbM.jpg,fCZ0obRJa08,7.4,208
26522,A Soldier's Story,"In a rural town in Louisiana, a black Master Sergeant is found shot to death just outside the local Army Base. Military lawyer, Captain Davenport—also a black man—is sent from Washington to conduct an investigation. Facing an uncooperative chain of command and fearful black troops, Davenport must battle with deceit and prejudice in order to find out exactly who really did kill the Master Sergeant.",1984-09-14,/vSLrddsvH8bJzryOS5BD9qtTtFa.jpg,pwrR_zIVFa8,6.8,200
28295,I Saw What You Did,Teenage friends Kit and Libby make prank phone calls for fun but then find themselves involved in a brutal double murder committed by one of their targets.,1965-07-21,/mliHs2Ii393vF0A3i73F6jAysdh.jpg,6fJgN686Znw,6.2,69
12105,Yellow Submarine,"The wicked Blue Meanies take over Pepperland, eliminating all color and music. As the only survivor, the Lord Admiral escapes in the yellow submarine and journeys to Liverpool to enlist the help of the Beatles.",1968-07-17,/1pmeLKaLFNggcsAk5FiouIvo3ST.jpg,oPwE9U41ksY,7.2,547
14,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",1999-09-15,/wby9315QzVKdW9BonAefg8jGTTb.jpg,XCxzXblZyfQ,8.0,12934
24128,Stop Making Sense,"A concert film documenting Talking Heads at the height of their popularity, on tour for their 1983 album ""Speaking in Tongues."" The band takes the stage one by one and is joined by a cadre of guest musicians for a career-spanning and cinematic performance that features creative choreography and visuals.",1984-10-19,/utNpurUe1MMjEaHqvpkfxgfpSnV.jpg,-rjMwSTeVeo,8.3,354
11001,Blue Streak,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective.",1999-09-17,/jek2osBtFhzU6Hjj7yp1egOtbqO.jpg,zxfFGW00EB0,6.5,1608
10390,For Love of the Game,"A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.",1999-09-17,/vkeKxoSXE1qMArcFNTNBBH8TjKZ.jpg,qSz1KqZZvpc,6.4,459
9453,Caligula,"After the death of the paranoid emperor Tiberius, Caligula, his heir, seizes power and plunges the empire into a bloody spiral of madness and depravity.",1979-08-14,/vNXAY6r9Pb6WkMCGmNeW2PlznLQ.jpg,Nn8cKrkQ9cs,6.0,970
704,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",1964-07-07,/6Ulsccp2VkaVU5qbya3bxm9JG4x.jpg,TWbiVqlSMgc,7.3,730
142132,Sugar Town,"A look at the lives of  several struggling L.A. musicians. Gwen, a singer-songwriter, is on a quest for the big-time. Working as an assistant to a film production designer, Gwen tries to steal her boss' boyfriend, a veteran rock producer. The producer, meanwhile, is trying to orchestrate a comeback for an '80s band.",1999-09-17,/9VpZ9apNn5uym9TYEtYEhMYOTEX.jpg,,4.3,12
24153,The Buddy Holly Story,"A chronicle of the rise and brief career of rock 'n' roll star Buddy Holly, who aspires to play music the way he wants it to sound. Holly and his band, the Crickets, are first invited to record in Nashville, where they encounter creative differences with the producing staff. Later they play a major booking at the Apollo Theater, scheduled there under the mistaken assumption that they're a black band. Holly's career eventually goes solo -- until the tragic day the music dies.",1978-05-18,/4Zu9YdN5O4jnXJmqBMHckkKpJ2S.jpg,FSzLTG5qkj4,7.2,128
11797,Fright Night,"Charley Brewster, a high school student, accidentally discovers the true and creepy nature of Jerry Dandrige, his dashing and enigmatic new neighbor; but no one seems willing to believe him.",1985-08-02,/euIh75MwNDrYkTEVSkw7VXWGXoE.jpg,PMRH0RIEjnc,7.0,1522
18086,Fright Night Part 2,"After three years of therapy Charley Brewster, now a college student, is convinced that Jerry Dandridge was a serial killer posing as a vampire. But when Regine, a mysterious actress and her entourage move into Peter Vincent's apartment block, the nightmare starts again - and this time it's personal!",1988-04-07,/pNJDLond2y2hQLBnEoczkdFrgZJ.jpg,w_wDOiNDa8w,6.4,435
17887,Barefoot in the Park,"In this film based on a Neil Simon play, newlyweds Corie, a free spirit, and Paul Bratter, an uptight lawyer, share a sixth-floor apartment in Greenwich Village. Soon after their marriage, Corie tries to find a companion for mother, Ethel, who is now alone, and sets up Ethel with neighbor Victor. Inappropriate behavior on a double date causes conflict, and the young couple considers divorce.",1967-05-25,/rYRorEvNI7fBHiFui1qEinuSYbC.jpg,McZTziIw_Ys,7.1,607
10669,Deliverance,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",1972-08-18,/2TrAzNJlHyNYYSkQf6asg3rs2Xr.jpg,iuOUF1-4P3c,7.3,1785
11527,Excalibur,"Arthur fulfills his fate by bringing together the Knights of the Round Table at Camelot and unifying the country. However, this flawed monarch faces greater tests ahead in pursuit of love, the Holy Grail, and his nation's survival.",1981-04-10,/cTWF6zkr5mUOnheowKODIijWYcN.jpg,vw8oPabVbeY,7.0,1131
40867,The Pajama Game,An Iowa pajama factory worker falls in love with an affable superintendent who had been hired by the factory's boss to help oppose the workers' demand for a pay raise.,1957-08-29,/71Q9f7byPqH8trF4BvZOlXnhO2D.jpg,EF40Gq0_GMI,6.3,66
